First_image,Second_image,Answer
temporal_order_images/PIX6Z0-2.png,temporal_order_images/PIX6Z0-1.png,Second
temporal_order_images/PEXGLF-2.png,temporal_order_images/PEXGLF-1.png,Second
temporal_order_images/PEXECA-5.png,temporal_order_images/PEXECA-6.png,First
temporal_order_images/PEX2P6-2.png,temporal_order_images/PEX2P6-1.png,Second
temporal_order_images/PIX6FY-3.png,temporal_order_images/PIX6FY-2.png,Second
temporal_order_images/PIXDS3-2.png,temporal_order_images/PIXDS3-1.png,Second
temporal_order_images/PEXOPA-2.png,temporal_order_images/PEXOPA-1.png,Second
temporal_order_images/PIXQIZ-3.png,temporal_order_images/PIXQIZ-2.png,Second
temporal_order_images/PEX19G-2.png,temporal_order_images/PEX19G-3.png,First
temporal_order_images/PIX2Q4-1.png,temporal_order_images/PIX2Q4-2.png,First
temporal_order_images/PEXFI5-2.png,temporal_order_images/PEXFI5-1.png,Second
temporal_order_images/PIXECA-2.png,temporal_order_images/PIXECA-1.png,Second
temporal_order_images/PIXJNG-2.png,temporal_order_images/PIXJNG-1.png,Second
temporal_order_images/PEX61F-1.png,temporal_order_images/PEX61F-2.png,First
temporal_order_images/PIX6GU-3.png,temporal_order_images/PIX6GU-2.png,Second
temporal_order_images/PEXD9F-2.png,temporal_order_images/PEXD9F-1.png,Second
temporal_order_images/PIX2E4-1.png,temporal_order_images/PIX2E4-2.png,First
temporal_order_images/PEXPCC-5.png,temporal_order_images/PEXPCC-6.png,First
temporal_order_images/PEXM6T-4.png,temporal_order_images/PEXM6T-3.png,Second
temporal_order_images/PIX93L-2.png,temporal_order_images/PIX93L-1.png,Second
temporal_order_images/PIX7BD-1.png,temporal_order_images/PIX7BD-2.png,First
temporal_order_images/PIXNES-1.png,temporal_order_images/PIXNES-2.png,First
temporal_order_images/PEX19G-1.png,temporal_order_images/PEX19G-2.png,First
temporal_order_images/PEX9SP-1.png,temporal_order_images/PEX9SP-2.png,First
temporal_order_images/PIX8KS-4.png,temporal_order_images/PIX8KS-3.png,Second
temporal_order_images/PIXNYM-2.png,temporal_order_images/PIXNYM-1.png,Second
temporal_order_images/PEXEAP-1.png,temporal_order_images/PEXEAP-2.png,First
temporal_order_images/PIXFZM-2.png,temporal_order_images/PIXFZM-3.png,First
temporal_order_images/PIXQ7W-1.png,temporal_order_images/PIXQ7W-2.png,First
temporal_order_images/PIX2P6-3.png,temporal_order_images/PIX2P6-2.png,Second
temporal_order_images/PEX6GU-2.png,temporal_order_images/PEX6GU-1.png,Second
temporal_order_images/PEXNES-1.png,temporal_order_images/PEXNES-2.png,First
temporal_order_images/PIXPKR-2.png,temporal_order_images/PIXPKR-1.png,Second
temporal_order_images/PIXPCC-1.png,temporal_order_images/PIXPCC-2.png,First
temporal_order_images/PIX8KS-2.png,temporal_order_images/PIX8KS-1.png,Second
temporal_order_images/PEXPD7-3.png,temporal_order_images/PEXPD7-1.png,Second
temporal_order_images/PIXJK9-2.png,temporal_order_images/PIXJK9-3.png,First
temporal_order_images/PEXU1S-2.png,temporal_order_images/PEXU1S-3.png,First
temporal_order_images/PEXECA-1.png,temporal_order_images/PEXECA-2.png,First
temporal_order_images/PEXK1S-1.png,temporal_order_images/PEXK1S-2.png,First
temporal_order_images/PEX1D2-3.png,temporal_order_images/PEX1D2-2.png,Second
temporal_order_images/PIX6JC-2.png,temporal_order_images/PIX6JC-1.png,Second
temporal_order_images/PEX3GI-2.png,temporal_order_images/PEX3GI-1.png,Second
temporal_order_images/PIX8M4-3.png,temporal_order_images/PIX8M4-2.png,Second
temporal_order_images/PIXEHY-1.png,temporal_order_images/PIXEHY-2.png,First
temporal_order_images/PIX3GI-2.png,temporal_order_images/PIX3GI-1.png,Second
temporal_order_images/PEX377-2.png,temporal_order_images/PEX377-1.png,Second
temporal_order_images/PIXDS3-1.png,temporal_order_images/PIXDS3-2.png,First
temporal_order_images/PEXRVR-1.png,temporal_order_images/PEXRVR-2.png,First
temporal_order_images/PIXIS9-2.png,temporal_order_images/PIXIS9-1.png,Second
temporal_order_images/PEX68O-4.png,temporal_order_images/PEX68O-5.png,First
temporal_order_images/PIXJK9-2.png,temporal_order_images/PIXJK9-1.png,Second
temporal_order_images/PIXM6T-2.png,temporal_order_images/PIXM6T-1.png,Second
temporal_order_images/PIXIS9-1.png,temporal_order_images/PIXIS9-2.png,First
temporal_order_images/PIX7J2-2.png,temporal_order_images/PIX7J2-3.png,First
temporal_order_images/PIXRNP-2.png,temporal_order_images/PIXRNP-1.png,Second
temporal_order_images/PIX6JC-1.png,temporal_order_images/PIX6JC-2.png,First
temporal_order_images/PEXTBT-1.png,temporal_order_images/PEXTBT-2.png,First
temporal_order_images/PEXGS6-3.png,temporal_order_images/PEXGS6-2.png,Second
temporal_order_images/PIXGQR-2.png,temporal_order_images/PIXGQR-1.png,Second
temporal_order_images/PEXECA-2.png,temporal_order_images/PEXECA-1.png,Second
temporal_order_images/PEX6Z0-2.png,temporal_order_images/PEX6Z0-1.png,Second
temporal_order_images/PIX6VM-2.png,temporal_order_images/PIX6VM-1.png,Second
temporal_order_images/PIX326-2.png,temporal_order_images/PIX326-1.png,Second
temporal_order_images/PIXHYT-1.png,temporal_order_images/PIXHYT-2.png,First
temporal_order_images/PEXEAS-4.png,temporal_order_images/PEXEAS-3.png,Second
temporal_order_images/PIX4RH-1.png,temporal_order_images/PIX4RH-2.png,First
temporal_order_images/PIX6Z0-1.png,temporal_order_images/PIX6Z0-2.png,First
temporal_order_images/PEXECA-4.png,temporal_order_images/PEXECA-3.png,Second
temporal_order_images/PIXCCX-2.png,temporal_order_images/PIXCCX-1.png,Second
temporal_order_images/PIX28M-1.png,temporal_order_images/PIX28M-2.png,First
temporal_order_images/PEXPD7-1.png,temporal_order_images/PEXPD7-3.png,First
temporal_order_images/PEX28M-1.png,temporal_order_images/PEX28M-2.png,First
temporal_order_images/PIXGRS-1.png,temporal_order_images/PIXGRS-2.png,First
temporal_order_images/PIXCJ5-3.png,temporal_order_images/PIXCJ5-2.png,Second
temporal_order_images/PEXO7K-2.png,temporal_order_images/PEXO7K-3.png,First
temporal_order_images/PIXJNW-2.png,temporal_order_images/PIXJNW-3.png,First
temporal_order_images/PEXIPP-2.png,temporal_order_images/PEXIPP-1.png,Second
temporal_order_images/PEXDS3-3.png,temporal_order_images/PEXDS3-2.png,Second
temporal_order_images/PEX8KS-2.png,temporal_order_images/PEX8KS-1.png,Second
temporal_order_images/PIXRPC-2.png,temporal_order_images/PIXRPC-3.png,First
temporal_order_images/PIX1D2-3.png,temporal_order_images/PIX1D2-2.png,Second
temporal_order_images/PEXJSE-2.png,temporal_order_images/PEXJSE-3.png,First
temporal_order_images/PEXJN0-1.png,temporal_order_images/PEXJN0-2.png,First
temporal_order_images/PIX9SP-1.png,temporal_order_images/PIX9SP-2.png,First
temporal_order_images/PEXN96-2.png,temporal_order_images/PEXN96-1.png,Second
temporal_order_images/PEXH9O-1.png,temporal_order_images/PEXH9O-2.png,First
temporal_order_images/PEXSQF-1.png,temporal_order_images/PEXSQF-2.png,First
temporal_order_images/PIXGRS-2.png,temporal_order_images/PIXGRS-1.png,Second
temporal_order_images/PIX2E4-2.png,temporal_order_images/PIX2E4-3.png,First
temporal_order_images/PEXTP8-2.png,temporal_order_images/PEXTP8-1.png,Second
temporal_order_images/PEXRPC-2.png,temporal_order_images/PEXRPC-3.png,First
temporal_order_images/PIXJQR-1.png,temporal_order_images/PIXJQR-2.png,First
temporal_order_images/PIX2E4-2.png,temporal_order_images/PIX2E4-1.png,Second
temporal_order_images/PIX8M4-2.png,temporal_order_images/PIX8M4-1.png,Second
temporal_order_images/PIXNUR-2.png,temporal_order_images/PIXNUR-3.png,First
temporal_order_images/PIXCJ4-1.png,temporal_order_images/PIXCJ4-2.png,First
temporal_order_images/PEXS6D-4.png,temporal_order_images/PEXS6D-3.png,Second
temporal_order_images/PEX8M4-1.png,temporal_order_images/PEX8M4-2.png,First
temporal_order_images/PEX35Q-2.png,temporal_order_images/PEX35Q-3.png,First
temporal_order_images/PEXDS3-2.png,temporal_order_images/PEXDS3-3.png,First
temporal_order_images/PIX8KS-3.png,temporal_order_images/PIX8KS-4.png,First
temporal_order_images/PEXUDB-1.png,temporal_order_images/PEXUDB-2.png,First
temporal_order_images/PEXPTV-1.png,temporal_order_images/PEXPTV-2.png,First
temporal_order_images/PIXEGL-1.png,temporal_order_images/PIXEGL-2.png,First
temporal_order_images/PIXDGJ-3.png,temporal_order_images/PIXDGJ-2.png,Second
temporal_order_images/PEXNYM-3.png,temporal_order_images/PEXNYM-1.png,Second
temporal_order_images/PEXFI5-1.png,temporal_order_images/PEXFI5-2.png,First
temporal_order_images/PIXMDW-3.png,temporal_order_images/PIXMDW-2.png,Second
temporal_order_images/PEXQN8-2.png,temporal_order_images/PEXQN8-1.png,Second
temporal_order_images/PIXN96-1.png,temporal_order_images/PIXN96-2.png,First
temporal_order_images/PEX9SP-3.png,temporal_order_images/PEX9SP-4.png,First
temporal_order_images/PIXFZM-2.png,temporal_order_images/PIXFZM-1.png,Second
temporal_order_images/PEXPZ2-2.png,temporal_order_images/PEXPZ2-1.png,Second
temporal_order_images/PIX1Z0-2.png,temporal_order_images/PIX1Z0-1.png,Second
temporal_order_images/PEXJ3Y-8.png,temporal_order_images/PEXJ3Y-7.png,Second
temporal_order_images/PEX6JC-1.png,temporal_order_images/PEX6JC-2.png,First
temporal_order_images/PIX9SP-3.png,temporal_order_images/PIX9SP-2.png,Second
temporal_order_images/PEXU1S-1.png,temporal_order_images/PEXU1S-2.png,First
temporal_order_images/PEXK1S-2.png,temporal_order_images/PEXK1S-3.png,First
temporal_order_images/PEXEP6-2.png,temporal_order_images/PEXEP6-1.png,Second
temporal_order_images/PIXMF7-1.png,temporal_order_images/PIXMF7-2.png,First
temporal_order_images/PEXNES-2.png,temporal_order_images/PEXNES-1.png,Second
temporal_order_images/PIX0YQ-2.png,temporal_order_images/PIX0YQ-1.png,Second
temporal_order_images/PIXDWY-2.png,temporal_order_images/PIXDWY-1.png,Second
temporal_order_images/PIXMDW-2.png,temporal_order_images/PIXMDW-3.png,First
temporal_order_images/PIX6JC-2.png,temporal_order_images/PIX6JC-3.png,First
temporal_order_images/PEXOA0-1.png,temporal_order_images/PEXOA0-2.png,First
temporal_order_images/PEX28M-2.png,temporal_order_images/PEX28M-3.png,First
temporal_order_images/PEXM34-2.png,temporal_order_images/PEXM34-1.png,Second
temporal_order_images/PIXMYT-1.png,temporal_order_images/PIXMYT-2.png,First
temporal_order_images/PIX6GU-2.png,temporal_order_images/PIX6GU-3.png,First
temporal_order_images/PIX2DH-2.png,temporal_order_images/PIX2DH-1.png,Second
temporal_order_images/PEX7BD-1.png,temporal_order_images/PEX7BD-2.png,First
temporal_order_images/PIXFDP-2.png,temporal_order_images/PIXFDP-1.png,Second
temporal_order_images/PIXJK9-3.png,temporal_order_images/PIXJK9-2.png,Second
temporal_order_images/PIXCJ4-3.png,temporal_order_images/PIXCJ4-2.png,Second
temporal_order_images/PEXJNW-2.png,temporal_order_images/PEXJNW-1.png,Second
temporal_order_images/PIXRNP-3.png,temporal_order_images/PIXRNP-4.png,First
temporal_order_images/PEX004-4.png,temporal_order_images/PEX004-3.png,Second
temporal_order_images/PEXGRS-3.png,temporal_order_images/PEXGRS-4.png,First
temporal_order_images/PIX2WJ-3.png,temporal_order_images/PIX2WJ-4.png,First
temporal_order_images/PIX2P6-1.png,temporal_order_images/PIX2P6-2.png,First
temporal_order_images/PEXFXR-1.png,temporal_order_images/PEXFXR-2.png,First
temporal_order_images/PEXJK9-2.png,temporal_order_images/PEXJK9-1.png,Second
temporal_order_images/PEXS6D-2.png,temporal_order_images/PEXS6D-1.png,Second
temporal_order_images/PEXC9D-2.png,temporal_order_images/PEXC9D-1.png,Second
temporal_order_images/PEXDWY-1.png,temporal_order_images/PEXDWY-2.png,First
temporal_order_images/PEXEGL-2.png,temporal_order_images/PEXEGL-1.png,Second
temporal_order_images/PIX8M4-1.png,temporal_order_images/PIX8M4-2.png,First
temporal_order_images/PEXKPL-1.png,temporal_order_images/PEXKPL-2.png,First
temporal_order_images/PIX3IQ-3.png,temporal_order_images/PIX3IQ-4.png,First
temporal_order_images/PEX6JC-2.png,temporal_order_images/PEX6JC-1.png,Second
temporal_order_images/PEXO7K-1.png,temporal_order_images/PEXO7K-2.png,First
temporal_order_images/PIXM34-2.png,temporal_order_images/PIXM34-1.png,Second
temporal_order_images/PIXLQO-2.png,temporal_order_images/PIXLQO-1.png,Second
temporal_order_images/PIXHPH-1.png,temporal_order_images/PIXHPH-2.png,First
temporal_order_images/PEXUCB-3.png,temporal_order_images/PEXUCB-1.png,Second
temporal_order_images/PIXFI5-2.png,temporal_order_images/PIXFI5-1.png,Second
temporal_order_images/PEXS6D-1.png,temporal_order_images/PEXS6D-2.png,First
temporal_order_images/PEXEVO-2.png,temporal_order_images/PEXEVO-1.png,Second
temporal_order_images/PIXFI5-1.png,temporal_order_images/PIXFI5-2.png,First
temporal_order_images/PIXOIH-3.png,temporal_order_images/PIXOIH-2.png,Second
temporal_order_images/PIX377-2.png,temporal_order_images/PIX377-1.png,Second
temporal_order_images/PEXPCC-6.png,temporal_order_images/PEXPCC-5.png,Second
temporal_order_images/PIXEVO-1.png,temporal_order_images/PIXEVO-2.png,First
temporal_order_images/PEXLQO-2.png,temporal_order_images/PEXLQO-1.png,Second
temporal_order_images/PEXEAS-3.png,temporal_order_images/PEXEAS-4.png,First
temporal_order_images/PEXNFR-2.png,temporal_order_images/PEXNFR-1.png,Second
temporal_order_images/PIXNES-2.png,temporal_order_images/PIXNES-3.png,First
temporal_order_images/PEXJ3Y-7.png,temporal_order_images/PEXJ3Y-8.png,First
temporal_order_images/PEX0YQ-3.png,temporal_order_images/PEX0YQ-2.png,Second
temporal_order_images/PIXRPC-3.png,temporal_order_images/PIXRPC-2.png,Second
temporal_order_images/PIX6L9-3.png,temporal_order_images/PIX6L9-4.png,First
temporal_order_images/PEXRPC-3.png,temporal_order_images/PEXRPC-2.png,Second
temporal_order_images/PIXDWY-1.png,temporal_order_images/PIXDWY-2.png,First
temporal_order_images/PIXDWY-2.png,temporal_order_images/PIXDWY-3.png,First
temporal_order_images/PIXEHY-2.png,temporal_order_images/PIXEHY-3.png,First
temporal_order_images/PEXDGJ-1.png,temporal_order_images/PEXDGJ-2.png,First
temporal_order_images/PEXFXR-3.png,temporal_order_images/PEXFXR-2.png,Second
temporal_order_images/PIXRPC-2.png,temporal_order_images/PIXRPC-1.png,Second
temporal_order_images/PIXQIZ-2.png,temporal_order_images/PIXQIZ-1.png,Second
temporal_order_images/PIXIPP-1.png,temporal_order_images/PIXIPP-2.png,First
temporal_order_images/PEXOA0-2.png,temporal_order_images/PEXOA0-3.png,First
temporal_order_images/PEXHYT-2.png,temporal_order_images/PEXHYT-3.png,First
temporal_order_images/PIX2WJ-5.png,temporal_order_images/PIX2WJ-4.png,Second
temporal_order_images/PIXCJ5-2.png,temporal_order_images/PIXCJ5-3.png,First
temporal_order_images/PIXN96-2.png,temporal_order_images/PIXN96-1.png,Second
temporal_order_images/PIX2DH-1.png,temporal_order_images/PIX2DH-2.png,First
temporal_order_images/PEXHYT-1.png,temporal_order_images/PEXHYT-2.png,First
temporal_order_images/PEXPKR-2.png,temporal_order_images/PEXPKR-1.png,Second
temporal_order_images/PIXH58-2.png,temporal_order_images/PIXH58-1.png,Second
temporal_order_images/PEX8KS-2.png,temporal_order_images/PEX8KS-3.png,First
temporal_order_images/PIX68O-1.png,temporal_order_images/PIX68O-2.png,First
temporal_order_images/PEX6Z0-2.png,temporal_order_images/PEX6Z0-3.png,First
temporal_order_images/PIX004-2.png,temporal_order_images/PIX004-1.png,Second
temporal_order_images/PIX1E7-1.png,temporal_order_images/PIX1E7-2.png,First
temporal_order_images/PEXFI5-4.png,temporal_order_images/PEXFI5-3.png,Second
temporal_order_images/PEXOIH-2.png,temporal_order_images/PEXOIH-1.png,Second
temporal_order_images/PEX6FY-3.png,temporal_order_images/PEX6FY-4.png,First
temporal_order_images/PEXNUR-2.png,temporal_order_images/PEXNUR-1.png,Second
temporal_order_images/PEXRPC-1.png,temporal_order_images/PEXRPC-2.png,First
temporal_order_images/PEXHE7-3.png,temporal_order_images/PEXHE7-2.png,Second
temporal_order_images/PEX2Q4-2.png,temporal_order_images/PEX2Q4-3.png,First
temporal_order_images/PEXEVO-1.png,temporal_order_images/PEXEVO-2.png,First
temporal_order_images/PIX68O-2.png,temporal_order_images/PIX68O-1.png,Second
temporal_order_images/PIX1K2-2.png,temporal_order_images/PIX1K2-3.png,First
temporal_order_images/PIXM34-3.png,temporal_order_images/PIXM34-2.png,Second
temporal_order_images/PEXUCB-1.png,temporal_order_images/PEXUCB-3.png,First
temporal_order_images/PIXQN8-2.png,temporal_order_images/PIXQN8-1.png,Second
temporal_order_images/PEXLII-1.png,temporal_order_images/PEXLII-2.png,First
temporal_order_images/PEX14T-2.png,temporal_order_images/PEX14T-1.png,Second
temporal_order_images/PEXH8N-1.png,temporal_order_images/PEXH8N-2.png,First
temporal_order_images/PEX1K2-2.png,temporal_order_images/PEX1K2-1.png,Second
temporal_order_images/PEXFZM-2.png,temporal_order_images/PEXFZM-1.png,Second
temporal_order_images/PIXLII-3.png,temporal_order_images/PIXLII-2.png,Second
temporal_order_images/PEXQIZ-3.png,temporal_order_images/PEXQIZ-2.png,Second
temporal_order_images/PEXDWY-2.png,temporal_order_images/PEXDWY-1.png,Second
temporal_order_images/PIX3IQ-4.png,temporal_order_images/PIX3IQ-3.png,Second
temporal_order_images/PEX68O-2.png,temporal_order_images/PEX68O-1.png,Second
temporal_order_images/PEXLHN-1.png,temporal_order_images/PEXLHN-2.png,First
temporal_order_images/PEXM6T-3.png,temporal_order_images/PEXM6T-4.png,First
temporal_order_images/PIX0YQ-3.png,temporal_order_images/PIX0YQ-2.png,Second
temporal_order_images/PEX3IQ-1.png,temporal_order_images/PEX3IQ-2.png,First
temporal_order_images/PIXASB-1.png,temporal_order_images/PIXASB-2.png,First
temporal_order_images/PEXLHN-2.png,temporal_order_images/PEXLHN-1.png,Second
temporal_order_images/PIXD9F-2.png,temporal_order_images/PIXD9F-1.png,Second
temporal_order_images/PIXK1S-4.png,temporal_order_images/PIXK1S-3.png,Second
temporal_order_images/PIX19G-1.png,temporal_order_images/PIX19G-2.png,First
temporal_order_images/PEX8KS-1.png,temporal_order_images/PEX8KS-2.png,First
temporal_order_images/PEXGRS-4.png,temporal_order_images/PEXGRS-3.png,Second
temporal_order_images/PIX2WJ-1.png,temporal_order_images/PIX2WJ-2.png,First
temporal_order_images/PEXEAP-2.png,temporal_order_images/PEXEAP-1.png,Second
temporal_order_images/PEXRPC-2.png,temporal_order_images/PEXRPC-1.png,Second
temporal_order_images/PEX0YQ-1.png,temporal_order_images/PEX0YQ-2.png,First
temporal_order_images/PEXEXT-1.png,temporal_order_images/PEXEXT-2.png,First
temporal_order_images/PEXNYM-1.png,temporal_order_images/PEXNYM-3.png,First
temporal_order_images/PIX1Z0-3.png,temporal_order_images/PIX1Z0-2.png,Second
temporal_order_images/PIXOJA-2.png,temporal_order_images/PIXOJA-1.png,Second
temporal_order_images/PEXOA0-2.png,temporal_order_images/PEXOA0-1.png,Second
temporal_order_images/PIXFZM-1.png,temporal_order_images/PIXFZM-2.png,First
